"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1974-01",99.02095,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1974-02",99.02182,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1974-03",99.16006,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1974-04",99.28621,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1974-05",99.26773,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1974-06",99.12951,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1974-07",98.9423,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1974-08",98.7653,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1974-09",98.61154,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1974-10",98.49147,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1974-11",98.43188,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1974-12",98.44123,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1975-01",98.55869,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1975-02",98.79767,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1975-03",99.08688,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1975-04",99.34602,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1975-05",99.50906,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1975-06",99.59616,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1975-07",99.64933,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1975-08",99.67885,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1975-09",99.7203,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1975-10",99.82959,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1975-11",100.048,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1975-12",100.3217,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1976-01",100.5554,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1976-02",100.6684,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1976-03",100.7076,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1976-04",100.7413,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1976-05",100.8082,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1976-06",100.8734,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1976-07",100.8957,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1976-08",100.8494,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1976-09",100.7713,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1976-10",100.7086,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1976-11",100.7011,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1976-12",100.7345,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1977-01",100.7847,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1977-02",100.8189,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1977-03",100.8252,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1977-04",100.81,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1977-05",100.7977,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1977-06",100.8246,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1977-07",100.8708,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1977-08",100.9056,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1977-09",100.9322,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1977-10",100.9613,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1977-11",100.9951,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1977-12",101.031,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1978-01",101.048,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1978-02",101.0201,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1978-03",100.9521,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1978-04",100.9443,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1978-05",100.9614,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1978-06",100.9569,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1978-07",100.961,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1978-08",100.9348,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1978-09",100.9168,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1978-10",100.8094,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1978-11",100.5918,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1978-12",100.3774,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1979-01",100.3305,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1979-02",100.3227,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1979-03",100.2505,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1979-04",100.1644,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1979-05",100.0717,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1979-06",99.91146,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1979-07",99.75047,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1979-08",99.68797,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1979-09",99.62764,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1979-10",99.50133,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1979-11",99.39241,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1979-12",99.29873,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1980-01",99.22296,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1980-02",99.04939,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1980-03",98.75699,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1980-04",98.5468,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1980-05",98.52301,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1980-06",98.6832,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1980-07",98.93117,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1980-08",99.22114,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1980-09",99.45302,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1980-10",99.52478,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1980-11",99.41232,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1980-12",99.1876,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1981-01",99.06705,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1981-02",98.954,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1981-03",98.9224,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1981-04",99.00758,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1981-05",99.10519,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1981-06",99.09628,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1981-07",99.05483,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1981-08",98.99969,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1981-09",98.8885,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1981-10",98.73592,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1981-11",98.61069,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1981-12",98.63634,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1982-01",98.74603,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1982-02",98.76158,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1982-03",98.77058,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1982-04",98.84392,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1982-05",98.87679,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1982-06",98.82855,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1982-07",98.74274,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1982-08",98.71413,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1982-09",98.76682,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1982-10",98.86098,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1982-11",98.91832,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1982-12",98.98739,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1983-01",99.16105,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1983-02",99.47868,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1983-03",99.89777,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1983-04",100.2727,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1983-05",100.4826,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1983-06",100.5455,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1983-07",100.5435,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1983-08",100.5133,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1983-09",100.4912,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1983-10",100.5311,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1983-11",100.6705,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1983-12",100.8661,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1984-01",101.0298,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1984-02",101.0638,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1984-03",101.0288,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1984-04",100.9323,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1984-05",100.8638,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1984-06",100.831,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1984-07",100.8871,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1984-08",100.9819,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1984-09",101.0395,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1984-10",101.0032,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1984-11",100.9487,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1984-12",100.8739,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1985-01",100.7877,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1985-02",100.6921,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1985-03",100.6491,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1985-04",100.6507,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1985-05",100.6618,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1985-06",100.6973,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1985-07",100.6943,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1985-08",100.6661,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1985-09",100.6474,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1985-10",100.6506,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1985-11",100.7156,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1985-12",100.8149,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1986-01",100.9019,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1986-02",100.9563,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1986-03",101.0086,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1986-04",101.0587,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1986-05",101.0793,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1986-06",101.0758,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1986-07",100.9977,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1986-08",100.8913,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1986-09",100.8166,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1986-10",100.7964,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1986-11",100.7333,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1986-12",100.6629,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1987-01",100.6493,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1987-02",100.6768,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1987-03",100.7341,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1987-04",100.8027,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1987-05",100.8537,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1987-06",100.9177,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1987-07",100.9724,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1987-08",100.9771,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1987-09",100.9074,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1987-10",100.7604,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1987-11",100.6366,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1987-12",100.6657,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1988-01",100.7881,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1988-02",100.9035,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1988-03",100.9948,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1988-04",101.0451,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1988-05",101.1139,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1988-06",101.1667,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1988-07",101.215,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1988-08",101.2865,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1988-09",101.32,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1988-10",101.3058,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1988-11",101.2803,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1988-12",101.2662,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1989-01",101.2801,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1989-02",101.214,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1989-03",101.0999,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1989-04",100.9884,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1989-05",100.9438,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1989-06",100.96,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1989-07",101.0198,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1989-08",101.0725,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1989-09",101.1203,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1989-10",101.0698,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1989-11",100.9952,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1989-12",100.961,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1990-01",100.9425,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1990-02",100.891,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1990-03",100.8869,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1990-04",100.903,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1990-05",100.8513,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1990-06",100.7241,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1990-07",100.4908,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1990-08",100.0806,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1990-09",99.64103,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1990-10",99.32689,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1990-11",99.2162,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1990-12",99.2397,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1991-01",99.34397,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1991-02",99.58473,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1991-03",99.92237,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1991-04",100.0387,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1991-05",100.0285,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1991-06",100.0111,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1991-07",99.97646,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1991-08",99.9398,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1991-09",99.87592,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1991-10",99.67321,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1991-11",99.4026,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1991-12",99.22169,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1992-01",99.18164,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1992-02",99.27264,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1992-03",99.44029,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1992-04",99.56678,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1992-05",99.59981,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1992-06",99.51723,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1992-07",99.3388,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1992-08",99.14294,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1992-09",98.97235,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1992-10",98.89956,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1992-11",99.00964,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1992-12",99.14478,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1993-01",99.20987,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1993-02",99.20174,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1993-03",99.1888,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1993-04",99.17661,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1993-05",99.10277,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1993-06",98.98156,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1993-07",98.86022,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1993-08",98.80637,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1993-09",98.82405,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1993-10",98.91782,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1993-11",99.09303,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1993-12",99.40697,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1994-01",99.74124,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1994-02",99.95664,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1994-03",100.1047,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1994-04",100.2648,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1994-05",100.4281,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1994-06",100.5591,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1994-07",100.6486,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1994-08",100.7496,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1994-09",100.8319,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1994-10",100.87,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1994-11",100.8723,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1994-12",100.8779,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1995-01",100.8619,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1995-02",100.7584,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1995-03",100.6314,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1995-04",100.5715,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1995-05",100.5837,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1995-06",100.6632,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1995-07",100.7244,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1995-08",100.6931,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1995-09",100.5489,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1995-10",100.4254,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1995-11",100.3459,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1995-12",100.3184,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1996-01",100.3088,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1996-02",100.3208,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1996-03",100.365,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1996-04",100.3673,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1996-05",100.3562,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1996-06",100.3862,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1996-07",100.4286,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1996-08",100.4614,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1996-09",100.4757,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1996-10",100.4838,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1996-11",100.4669,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1996-12",100.4287,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1997-01",100.4476,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1997-02",100.5272,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1997-03",100.6435,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1997-04",100.7881,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1997-05",100.9418,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1997-06",101.0798,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1997-07",101.174,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1997-08",101.1843,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1997-09",101.1697,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1997-10",101.1289,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1997-11",101.0929,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1997-12",101.076,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1998-01",101.155,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1998-02",101.2495,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1998-03",101.2942,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1998-04",101.3206,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1998-05",101.2953,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1998-06",101.2265,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1998-07",101.1405,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1998-08",101.0267,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1998-09",100.9308,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1998-10",100.9149,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1998-11",101.0206,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1998-12",101.145,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1999-01",101.3219,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1999-02",101.4393,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1999-03",101.4398,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1999-04",101.409,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1999-05",101.4244,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1999-06",101.451,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1999-07",101.4668,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1999-08",101.481,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1999-09",101.5216,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1999-10",101.5751,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1999-11",101.6725,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","1999-12",101.7896,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-01",101.919,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-02",101.9505,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-03",101.9322,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-04",101.9474,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-05",101.9657,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-06",101.9537,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-07",101.9542,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-08",101.9072,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-09",101.7879,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-10",101.6724,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-11",101.5194,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2000-12",101.291,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-01",101.0815,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-02",100.9276,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-03",100.8579,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-04",100.8225,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-05",100.8056,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-06",100.753,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-07",100.6034,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-08",100.3504,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-09",100.0544,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-10",99.88672,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-11",99.91462,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2001-12",100.1036,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-01",100.3141,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-02",100.4946,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-03",100.659,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-04",100.7411,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-05",100.7671,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-06",100.6707,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-07",100.508,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-08",100.3509,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-09",100.1886,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-10",99.99903,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-11",99.87335,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2002-12",99.73808,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-01",99.55846,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-02",99.40988,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-03",99.41697,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-04",99.64828,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-05",99.90003,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-06",100.0412,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-07",100.1011,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-08",100.1036,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-09",100.111,
"OECD","CCI","AMPLITUD","LTRENDIDX","M","2003-10",100.1816,
